1.195452330876589642e-11,1.203344108385850930e-11,1.199796338668956963e-11,1.217072102821514790e-11,1.197153834398001493e-11,1.203045042058592529e-11,1.197309265621449015e-11,1.235911633451491909e-11,1.196750858134532081e-11,1.201848429804863727e-11,1.216598696784920719e-11,1.196824583882261095e-11,1.199256926404101975e-11,1.202536507871609928e-11,1.203064731170044865e-11
1.209112584360516607e-11,1.205390388198113172e-11,1.192418039308584810e-11,1.192391237830880968e-11,1.198877021962863054e-11,1.192392799082009347e-11,1.223212243300908497e-11,1.199876049212678097e-11,1.202457924898148178e-11,1.199593636230789073e-11,1.199641601334899832e-11,1.199936938006684883e-11,1.193079142425279571e-11,1.215883123351080286e-11,1.225590202241777504e-11
1.207283058246577667e-11,1.194946138566299609e-11,1.199330652151830989e-11,1.196974897671454485e-11,1.226354174460597690e-11,1.199699541098997457e-11,1.192297562763178220e-11,1.218575067241101095e-11,1.207989350909821624e-11,1.206427145683530711e-11,1.198466933333142137e-11,1.192346221756679370e-11,1.199946045304933762e-11,1.199362484327615164e-11,1.204367768709024844e-11
1.196614335396972706e-11,1.226773110180046089e-11,1.193818828515436081e-11,1.199026988807361249e-11,1.235741804023193779e-11,1.194020750328039782e-11,1.210485964936447445e-11,1.192524204385314590e-11,1.198830097692837882e-11,1.202390183946411284e-11,1.211416730817482801e-11,1.194411930471872552e-11,1.211032229359032542e-11,1.194571091350793424e-11,1.199106959559603780e-11
1.197509105765881543e-11,1.214426996465345354e-11,1.200269397760855838e-11,1.226296408168847663e-11,1.204240613478235744e-11,1.207038462236464937e-11,1.209153957515418654e-11,1.193794976067641400e-11,1.195703085155042089e-11,1.212604756190005517e-11,1.240789502393591093e-11,1.202032744174186263e-11,1.200441655802020335e-11,1.205714694751947036e-11,1.213530664845308138e-11
1.213604477329210951e-11,1.211735746464714936e-11,1.193851441316784445e-11,1.201354554031253130e-11,1.193315758707402807e-11,1.198750994302333339e-11,1.224592215826048047e-11,1.197465477470460726e-11,1.218418942128263183e-11,1.199399694146174866e-11,1.231533798551343040e-11,1.193058325743567849e-11,1.193540578869889401e-11,1.213156484991539941e-11,1.195972574447035086e-11
1.193172123603591928e-11,1.212138722728184348e-11,1.192767586088994136e-11,1.210982356059098208e-11,1.192697069579695679e-11,1.213531965887915121e-11,1.197519427370563605e-11,1.204032793605813723e-11,1.208003835850846031e-11,1.234282901579897285e-11,1.215833943940536344e-11,1.200243463644889985e-11,1.224355339335403414e-11,1.199665453782694513e-11,1.193167700058728187e-11
1.194069409321540931e-11,1.228619636584049601e-11,1.217226579947050524e-11,1.204320670966652074e-11,1.197118532775265365e-11,1.225669912785498639e-11,1.198853516459763568e-11,1.195667176379089369e-11,1.200145625240844893e-11,1.199272191970690571e-11,1.208148598524916295e-11,1.209189692819023776e-11,1.205066688797495900e-11,1.198818561781722636e-11,1.225996127535156077e-11
1.195892083277749762e-11,1.199926789874350419e-11,1.198150519771123967e-11,1.206708257622812752e-11,1.207510740702799623e-11,1.197103267208676769e-11,1.202301539576788869e-11,1.202739990935342007e-11,1.199110602478903331e-11,1.204963125805980084e-11,1.201851812515641882e-11,1.196585538987271491e-11,1.214160369467087719e-11,1.213100973840308683e-11,1.205375382840045972e-11
1.204199153587159898e-11,1.212086420815383647e-11,1.195711585300074375e-11,1.204112764358056253e-11,1.225107428698413159e-11,1.201207796425185492e-11,1.201876185380479356e-11,1.194938072102136317e-11,1.214517288822269947e-11,1.198339517893831641e-11,1.192962742480041527e-11,1.209725809109274408e-11,1.197019046383918095e-11,1.214027142704132700e-11,1.200406354179284207e-11
1.196179526957719119e-11,1.214201742621989766e-11,1.211494186220685165e-11,1.205700209810922630e-11,1.193691673284646981e-11,1.221344553270498068e-11,1.192406243188948167e-11,1.213627982832310437e-11,1.219326202506199053e-11,1.198158065818244467e-11,1.209265586971097761e-11,1.200870305972934204e-11,1.192430182372916647e-11,1.199860349965220507e-11,1.202915891895806055e-11
1.196516843937622809e-11,1.200528391975819176e-11,1.192721789389228348e-11,1.216255308272851110e-11,1.196802986574985184e-11,1.200220391822659494e-11,1.225980948704741280e-11,1.205741756438172274e-11,1.209212677905080469e-11,1.205521793501418415e-11,1.209875602481425005e-11,1.212188249083423486e-11,1.211644673482226153e-11,1.206698629907521081e-11,1.192538689326338996e-11
1.206901332345688971e-11,1.202926040028140520e-11,1.198675447094954549e-11,1.201293665237246344e-11,1.192223663543101608e-11,1.195483902843852420e-11,1.205791196057237613e-11,1.226815003751990929e-11,1.217042352313901787e-11,1.201051150895304787e-11,1.216352626259853409e-11,1.219854252332286393e-11,1.215381788266522989e-11,1.209122212075808278e-11,1.192507117359076219e-11
1.192369206842736062e-11,1.193556798534389785e-11,1.205906208223694875e-11,1.227412269044769744e-11,1.195044670859735092e-11,1.204675248445141733e-11,1.214112317626803161e-11,1.195745238935508326e-11,1.192278741013463872e-11,1.192909399733155240e-11,1.200354746155873897e-11,1.193516986630616117e-11,1.194821065003681682e-11,1.201452739379993417e-11,1.199909095694895456e-11
1.194236896873146492e-11,1.197106910127976320e-11,1.205229579331890122e-11,1.203417400452710950e-11,1.215884858074556263e-11,1.197342572312187770e-11,1.198588103767939117e-11,1.213925487908440459e-11,1.210861706041344021e-11,1.193203348626159510e-11,1.200976210841142588e-11,1.193762883683335829e-11,1.201241883741488436e-11,1.200890168556734139e-11,1.202457924898148178e-11
1.205232788570320679e-11,1.210728392542215204e-11,1.194083200373174947e-11,1.193279329514407294e-11,1.208654704099032529e-11,1.202270921707437878e-11,1.213414178163896295e-11,1.220402424950695064e-11,1.198869909596611549e-11,1.195279552418382352e-11,1.216263548209362000e-11,1.199558074399531549e-11,1.194042087426794296e-11,1.210452051092492098e-11,1.197158084470517636e-11
1.211408924561840905e-11,1.198816393377377665e-11,1.199427189513269099e-11,1.198148264630605198e-11,1.220780854876979404e-11,1.220381348060461946e-11,1.194904591939049965e-11,1.204136009652634343e-11,1.193578135633144299e-11,1.202801139937870190e-11,1.223547738821162412e-11,1.205971867507260598e-11,1.198989432044106351e-11,1.195987926749797481e-11,1.204567175172588378e-11
1.193662356457902973e-11,1.209575321847733420e-11,1.200207988549806259e-11,1.193873038624060356e-11,1.192908705843764849e-11,1.192323063198275079e-11,1.200250662747315289e-11,1.236752193711776471e-11,1.194332480136672814e-11,1.200305046328287162e-11,1.224707574937200505e-11,1.214616168060400625e-11,1.219531073348711914e-11,1.221061619871566251e-11,1.200593444106168306e-11
1.220959010977962222e-11,1.208021616766474793e-11,1.208374719730009872e-11,1.201862047384150145e-11,1.220552565267540857e-11,1.218516867268482073e-11,1.192249857867588858e-11,1.208091699594904256e-11,1.225336412197242097e-11,1.203853249726050123e-11,1.227321629743149956e-11,1.194104363999581864e-11,1.211113848098577250e-11,1.223407573164303486e-11,1.214345464461974444e-11
1.197345261133575534e-11,1.200141982321545342e-11,1.194945965093952012e-11,1.199679071361980931e-11,1.215383956670867960e-11,1.193448985470357826e-11,1.237044841562173758e-11,1.218121697260654557e-11,1.207364156569079583e-11,1.203202554950211223e-11,1.192221581874930436e-11,1.208151200610130260e-11,1.202928121696311692e-11,1.192676252897983957e-11,1.197743466907486010e-11
1.192318379444889942e-11,1.197770702066058846e-11,1.192423243479012740e-11,1.220645633182027012e-11,1.206755095156664126e-11,1.209258214396324860e-11,1.211208390528017986e-11,1.200234269610467308e-11,1.199894870962392446e-11,1.195828679134702810e-11,1.210391422507006709e-11,1.194203329973886341e-11,1.200814794821702947e-11,1.202203527700396180e-11,1.198338477059746054e-11
